Metric,Value
MAE,12.412541726972387
MSE,257.3980785761993
R2,0.9641616856247213
ME,2.4963129876899113
RMSE,16.043630467453408
PBIAS,2.2117387070993066
NSE,0.9641616856247213
VE,0.8900246117918275
KGE,0.9066216746991091
