Metric,Value
MAE,11.203978045643227
MSE,233.88771093039983
R2,0.967435105346536
ME,-2.2583834417992534
RMSE,15.293387817301955
PBIAS,-2.0009326147527258
NSE,0.967435105346536
VE,0.9007325121519653
KGE,0.9160785747455285
